2.375000000000000000e+00 3.016294400000000264e-01 2.216235160559059530e-02
2.424999999999999822e+00 2.751902600000000199e-01 1.500236538683363645e-02
2.475000000000000089e+00 2.464111999999999969e-01 6.718144497942937429e-03
2.524999999999999911e+00 2.181267199999999962e-01 9.864429115292379022e-03
2.575000000000000178e+00 1.932150200000000151e-01 1.814505222275075019e-02
2.625000000000000000e+00 1.739105399999999746e-01 2.329828882501510864e-02
2.674999999999999822e+00 1.613158800000000226e-01 2.374203720234504059e-02
2.725000000000000089e+00 1.552047000000000287e-01 1.951053204650011336e-02
2.774999999999999911e+00 1.541318000000000132e-01 1.201378439310394654e-02
2.825000000000000178e+00 1.558024399999999865e-01 6.113878095870738105e-03
2.875000000000000000e+00 1.576003799999999844e-01 1.138586153317654864e-02
2.924999999999999822e+00 1.571503800000000062e-01 1.823382545281637332e-02
2.975000000000000089e+00 1.527932599999999863e-01 2.188372050978643069e-02
3.024999999999999911e+00 1.438801399999999897e-01 2.136308741521637106e-02
3.075000000000000178e+00 1.308371000000000117e-01 1.692509108973585738e-02
3.125000000000000000e+00 1.150024400000000113e-01 9.822563258985377715e-03
3.174999999999999822e+00 9.828669999999999074e-02 3.971082826008664156e-03
3.225000000000000089e+00 8.273745999999998491e-02 9.014569113078884852e-03
3.274999999999999911e+00 7.010614000000001123e-02 1.486993494617256696e-02
3.325000000000000178e+00 6.150606000000000129e-02 1.786265676695282176e-02
3.375000000000000000e+00 5.722596000000000627e-02 1.740592345074402914e-02
3.424999999999999822e+00 5.672644000000000297e-02 1.379222451785599469e-02
3.475000000000000089e+00 5.880656000000000078e-02 7.966607324591626696e-03
3.524999999999999911e+00 6.189268000000000547e-02 1.811954742352037866e-03
3.575000000000000178e+00 6.438172000000000339e-02 5.682888418745720913e-03
3.625000000000000000e+00 6.496337999999998725e-02 1.041303312771566306e-02
3.674999999999999822e+00 6.285725999999999813e-02 1.282865440851689576e-02
3.725000000000000089e+00 5.792461999999999611e-02 1.262141046520063106e-02
3.774999999999999911e+00 5.064201999999999593e-02 1.006435142343373515e-02
3.825000000000000178e+00 4.195458000000000520e-02 5.892770621545025816e-03
3.875000000000000000e+00 3.304880000000000317e-02 1.566998346430078419e-03
3.924999999999999822e+00 2.509742000000000223e-02 4.061261358947901821e-03
3.975000000000000089e+00 1.902929999999999899e-02 7.420935507210566981e-03
4.025000000000000355e+00 1.536810000000000259e-02 9.146494761493970116e-03
4.075000000000000178e+00 1.416458000000000300e-02 9.006219060707960564e-03
4.125000000000000000e+00 1.502739999999999979e-02 7.202139604828954045e-03
4.174999999999999822e+00 1.723678000000000016e-02 4.274537758100185186e-03
4.224999999999999645e+00 1.991119000000000222e-02 1.367810513685239864e-03
4.275000000000000355e+00 2.218916200000000186e-02 2.946177467808753451e-03
4.325000000000000178e+00 2.338992999999999628e-02 5.273055757423833305e-03
4.375000000000000000e+00 2.312374000000000027e-02 6.480568427882406508e-03
4.424999999999999822e+00 2.133586200000000058e-02 6.377990413321914069e-03
4.474999999999999645e+00 1.828254600000000021e-02 5.100683896499778013e-03
4.525000000000000355e+00 1.445043000000000022e-02 3.022788953529267041e-03
4.575000000000000178e+00 1.044053999999999989e-02 9.221921348925071673e-04
4.625000000000000000e+00 6.842502000000000306e-03 2.064034037908687221e-03
4.674999999999999822e+00 4.123827999999999522e-03 3.739492367528597910e-03
4.724999999999999645e+00 2.553622000000000183e-03 4.619006806127048947e-03
4.775000000000000355e+00 2.171519999999999700e-03 4.566858387491339391e-03
4.825000000000000178e+00 2.803055999999999950e-03 3.672245065589713545e-03
4.875000000000000000e+00 4.113620000000000991e-03 2.190072750611942332e-03
4.924999999999999822e+00 5.686848000000000423e-03 6.168561452688949400e-04
4.974999999999999645e+00 7.110128000000000281e-03 1.423091863740356174e-03
5.025000000000000355e+00 8.050348199999999774e-03 2.673614128467576793e-03
5.075000000000000178e+00 8.306784799999999622e-03 3.360798711601490751e-03
5.125000000000000000e+00 7.833547280000000348e-03 3.385748154311871063e-03
5.174999999999999822e+00 6.730662819999999429e-03 2.803519336661963908e-03
5.224999999999999645e+00 5.208835799999999606e-03 1.784494796336686014e-03
5.275000000000000355e+00 3.537321400000000091e-03 6.127762519661883543e-04
5.325000000000000178e+00 1.986580000000000377e-03 7.821840002541233326e-04
5.375000000000000000e+00 7.771720000000004527e-04 1.692804212159078727e-03
5.424999999999999822e+00 4.382560000000014500e-05 2.238183811011281929e-03
5.474999999999999645e+00 -1.801043999999996439e-04 2.331714747396593321e-03
5.525000000000000355e+00 4.282839999999966604e-05 2.003084056549054529e-03
5.575000000000000178e+00 5.772112000000002852e-04 1.361126304882141931e-03
5.625000000000000000e+00 1.248951600000000302e-03 5.706899305165970271e-04
5.674999999999999822e+00 1.882733199999999784e-03 3.124590046046693591e-04
5.724999999999999645e+00 2.335162819999999761e-03 9.237544213317095852e-04
5.775000000000000355e+00 2.517766600000000046e-03 1.314663561294535359e-03
5.825000000000000178e+00 2.406629999999999880e-03 1.416270554845184410e-03
5.875000000000000000e+00 2.038466000000000063e-03 1.245901796292304227e-03
5.924999999999999822e+00 1.495555939999999905e-03 8.725775212767744897e-04
5.974999999999999645e+00 8.838666000000000664e-04 4.000781488523980729e-04
6.025000000000000355e+00 3.094827999999999772e-04 1.513266448433731644e-04
6.075000000000000178e+00 -1.418316000000000195e-04 5.032849441665601491e-04
6.125000000000000000e+00 -4.183353999999998504e-04 7.381360316740811318e-04
6.174999999999999822e+00 -5.074771999999999530e-04 8.013588305565151181e-04
6.224999999999999645e+00 -4.326520000000000582e-04 7.054619519324908418e-04
6.275000000000000355e+00 -2.433546000000000840e-04 4.943595460914188174e-04
6.325000000000000178e+00 -1.621799999999991825e-06 2.306612286697389393e-04
6.375000000000000000e+00 2.320040000000000101e-04 1.198044333828160099e-04
6.424999999999999822e+00 4.100828099999999973e-04 2.464734577926994564e-04
6.474999999999999645e+00 5.054697400000000059e-04 3.567291391834628432e-04
6.525000000000000355e+00 5.132619200000000008e-04 3.709832811376081161e-04
6.575000000000000178e+00 4.478802799999999666e-04 3.017077660682827194e-04
6.625000000000000000e+00 3.366016199999999738e-04 1.764577758611289050e-04
6.674999999999999822e+00 2.114251988000000106e-04 1.107100044924287701e-04
6.724999999999999645e+00 1.012405599999999847e-04 8.852634077760132710e-05
6.775000000000000355e+00 2.593272000000001825e-05 1.265045587020610087e-04
6.825000000000000178e+00 -6.581979999999984033e-06 1.420240893677590232e-04
6.875000000000000000e+00 -1.651000000000028747e-07 8.545635298112833837e-05
6.924999999999999822e+00 3.239467999999999525e-05 1.177997563277021425e-04
6.974999999999999645e+00 7.387942000000000424e-05 1.463859564430918967e-04
7.025000000000000355e+00 1.075445859999999885e-04 1.214951269226630277e-04
7.075000000000000178e+00 1.212543599999999996e-04 5.426748644892998632e-05
7.125000000000000000e+00 1.099955459999999932e-04 7.754403609693784544e-05
7.174999999999999822e+00 7.637839599999999608e-05 6.172036265138110516e-05
7.224999999999999645e+00 2.922965999999999959e-05 1.196034981422332733e-04
7.275000000000000355e+00 -1.920066000000000464e-05 1.410310565824356892e-04
7.325000000000000178e+00 -5.663357600000000036e-05 1.274598617283589583e-04
7.375000000000000000e+00 -7.390821199999999093e-05 8.488816701777029169e-05
7.424999999999999822e+00 -6.716042400000000058e-05 3.895807116941679070e-05
7.474999999999999645e+00 -3.858995199999999681e-05 3.950984306788373103e-05
7.525000000000000355e+00 4.271369360000000119e-06 7.751821017744577231e-05
7.575000000000000178e+00 5.052960679999999401e-05 1.047203997284292307e-04
7.625000000000000000e+00 8.861099176000000483e-05 1.051559341217222940e-04
7.674999999999999822e+00 1.090023736000000009e-04 8.083786794758505891e-05
7.724999999999999645e+00 1.064213160000000008e-04 3.685898734205810630e-05
7.775000000000000355e+00 8.095041999999999125e-05 4.671826226758165755e-05
7.825000000000000178e+00 3.792465200000000167e-05 3.052778560416572628e-05
7.875000000000000000e+00 -1.335384199999999899e-05 5.864355549290318901e-05
7.924999999999999822e+00 -6.174589960000000143e-05 6.093997703962336751e-05
7.974999999999999645e+00 -9.675324520000000699e-05 3.201762448493017279e-05
8.025000000000000355e+00 -1.107922699999999976e-04 5.911598839752575722e-05
8.074999999999999289e+00 -1.007783315999999981e-04 7.076173805873070424e-05
8.125000000000000000e+00 -6.870392523999999546e-05 6.062984858160211344e-05
8.175000000000000711e+00 -2.112213280000000269e-05 3.065237206279448418e-05
8.224999999999999645e+00 3.231568400000000256e-05 4.241410409025016991e-05
8.275000000000000355e+00 8.092518799999999610e-05 2.336443878755413114e-05
8.324999999999999289e+00 1.152035639999999975e-04 5.766867146437482865e-05
8.375000000000000000e+00 1.287293759999999954e-04 7.527799083900728219e-05
8.425000000000000711e+00 1.193705840000000150e-04 7.505278779402731800e-05
8.474999999999999645e+00 8.958345600000000683e-05 5.810696308416057356e-05
8.525000000000000355e+00 4.577908200000000094e-05 2.891751161983119472e-05
8.574999999999999289e+00 -3.076811999999996860e-06 3.005712796829956886e-05
8.625000000000000000e+00 -4.731946000000000383e-05 4.133665337788650882e-05
8.675000000000000711e+00 -7.850902799999999991e-05 6.573824341201325579e-05
8.724999999999999645e+00 -9.103898400000000324e-05 7.640413411663890563e-05
8.775000000000000355e+00 -8.312562439999999445e-05 7.140740693797068212e-05
8.824999999999999289e+00 -5.701055599999999891e-05 5.239105310318929276e-05
8.875000000000000000e+00 -1.836970599999999769e-05 2.487782125860711244e-05
8.925000000000000711e+00 2.492128000000000003e-05 2.009492600320837187e-05
8.974999999999999645e+00 6.439791000000000970e-05 4.244604055239715383e-05
9.025000000000000355e+00 9.266486800000000700e-05 6.194874610026336907e-05
9.074999999999999289e+00 1.047780879999999926e-04 6.872226677560674284e-05
9.125000000000000000e+00 9.909407200000000732e-05 6.160203314289229082e-05
9.175000000000000711e+00 7.744319200000000228e-05 4.292945583215217057e-05
9.224999999999999645e+00 4.461960799999999735e-05 2.032179492204810213e-05
9.275000000000000355e+00 7.314387999999999467e-06 2.389022410785239962e-05
9.324999999999999289e+00 -2.727750800000000291e-05 4.589619010426464863e-05
9.375000000000000000e+00 -5.288817600000000061e-05 6.134888579630778666e-05
9.425000000000000711e+00 -6.535930119999999537e-05 6.522214495363978272e-05
9.474999999999999645e+00 -6.334951199999999324e-05 5.685341900007266744e-05
9.525000000000000355e+00 -4.844370399999999591e-05 3.866004660825767811e-05
9.574999999999999289e+00 -2.466835999999999975e-05 1.734725525363825215e-05
9.625000000000000000e+00 2.461326000000000768e-06 2.006374357823913028e-05
9.675000000000000711e+00 2.714542399999999829e-05 3.910163657182261546e-05
9.724999999999999645e+00 4.449430400000000286e-05 5.179145183182320999e-05
9.775000000000000355e+00 5.146867200000000079e-05 5.428962580580285737e-05
9.824999999999999289e+00 4.738335159999999997e-05 4.648005767781705349e-05
9.875000000000000000e+00 3.389368799999999756e-05 3.084891721398338072e-05
9.925000000000000711e+00 1.449629999999999875e-05 1.385137008934740747e-05
9.974999999999999645e+00 -6.323047999999999909e-06 1.789703858881116759e-05
