2.500000000000000139e-02 4.174995999999999867e+02 8.823863305862293060e+00
7.499999999999999722e-02 4.098671999999999684e+02 8.199295247424466027e+00
1.250000000000000000e-01 3.950590000000000259e+02 7.052117430415679067e+00
1.749999999999999889e-01 3.739408000000000243e+02 5.566058213297248258e+00
2.250000000000000056e-01 3.477003999999999451e+02 3.973730106129000461e+00
2.750000000000000222e-01 3.177348000000000638e+02 2.527805523140797206e+00
3.250000000000000111e-01 2.855197999999999752e+02 1.507573886970519306e+00
3.750000000000000000e-01 2.524883999999999560e+02 1.173053450132055975e+00
4.249999999999999889e-01 2.199264000000000010e+02 1.255833923630111260e+00
4.749999999999999778e-01 1.888939200000000085e+02 1.275136019492383310e+00
5.250000000000000222e-01 1.601836200000000190e+02 1.115216705934052976e+00
5.749999999999999556e-01 1.343103000000000122e+02 8.304398538787983730e-01
6.250000000000000000e-01 1.115287799999999976e+02 5.220030054756221727e-01
6.750000000000000444e-01 9.187281999999999016e+01 3.202737180377115966e-01
7.249999999999999778e-01 7.520550000000000068e+01 3.231464785221067615e-01
7.750000000000000222e-01 6.127289999999999992e+01 3.838324090309602754e-01
8.249999999999999556e-01 4.975454000000000576e+01 3.883484775707632397e-01
8.750000000000000000e-01 4.030567999999999529e+01 3.297748469371768465e-01
9.250000000000000444e-01 3.258993999999999858e+01 2.343918802515351507e-01
9.749999999999999778e-01 2.630096000000000345e+01 1.404030996921535324e-01
1.024999999999999911e+00 2.117436200000000213e+01 9.876219697338653458e-02
1.074999999999999956e+00 1.699206200000000422e+01 1.163936365524937122e-01
1.125000000000000000e+00 1.357983999999999902e+01 1.305746330884525186e-01
1.175000000000000044e+00 1.080154799999999859e+01 1.193973799820833570e-01
1.225000000000000089e+00 8.551045999999999481e+00 8.681229831535391961e-02
1.274999999999999911e+00 6.743940000000000268e+00 5.074921092606835687e-02
1.324999999999999956e+00 5.310313999999999091e+00 5.406727419920393657e-02
1.375000000000000000e+00 4.189321999999999768e+00 3.263424205309514714e-02
1.425000000000000044e+00 3.325844000000000023e+00 3.907233840641821665e-02
1.475000000000000089e+00 2.669165999999999705e+00 3.760121725112632735e-02
1.524999999999999911e+00 2.173102599999999995e+00 2.180077377452827730e-02
1.574999999999999956e+00 1.797005399999999975e+00 3.052714362401199449e-02
1.625000000000000000e+00 1.506940000000000168e+00 3.190279628692657687e-02
1.675000000000000044e+00 1.276499400000000062e+00 2.300022044373140062e-02
1.725000000000000089e+00 1.086936600000000031e+00 2.109303307783686257e-02
1.774999999999999911e+00 9.265056000000000402e-01 1.938616546631138221e-02
1.824999999999999956e+00 7.891103999999999896e-01 1.068551291022401019e-02
1.875000000000000000e+00 6.725246000000000279e-01 1.556351065447857118e-02
1.925000000000000044e+00 5.765020000000000699e-01 1.238305935167170226e-02
1.975000000000000089e+00 5.010993999999999726e-01 1.614966598318169633e-02
2.024999999999999911e+00 4.454663999999999846e-01 2.025312066933132940e-02
2.075000000000000178e+00 4.072384000000000559e-01 1.796219784967763994e-02
2.125000000000000000e+00 3.825402000000000524e-01 1.163058378804520711e-02
2.174999999999999822e+00 3.664945999999999482e-01 8.903941075245499354e-03
2.225000000000000089e+00 3.540305999999999731e-01 1.567561934498602413e-02
2.274999999999999911e+00 3.407586400000000015e-01 2.238670688561620811e-02
2.325000000000000178e+00 3.236888399999999777e-01 2.487878291729271607e-02
